individual name,age in years or age-sex category,forearm length (cm),actual gap crossed (AGC) (m),crossing behaviour,takeoff support
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,APP,liana
Jerry,6,"27,31",1,NCU,liana
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",0,R,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",3,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",3,R+APP,liana
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",0,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,APP,liana
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",1,R+APP,liana
Jerry,6,"27,31",1,R+APP,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",0,R,branch
Jerry,6,"27,31",3,R+APP,trunk
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,S+APP,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",2,R+APP,branch
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,S,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,NCU,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,R,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",1,S,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",0,APP,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,NCU,branch
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,R+APP,liana
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",5,R+APP,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,S,trunk
Jerry,6,"27,31",2,S,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,S,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",3,R,liana
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",0,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,NCU,branch
Jerry,6,"27,31",1,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,liana
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,S+APP,trunk
Jerry,6,"27,31",1,APP,liana
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,branch
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",0,NCU,trunk
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,APP,trunk
Jerry,6,"27,31",2,S,liana
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,liana
Jerry,6,"27,31",0,NCU,liana
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",3,S,trunk
Jerry,6,"27,31",2,S,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",0,NCU,trunk
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",3,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,liana
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",0,NCU,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,NCU,liana
Jerry,6,"27,31",2,R+APP,liana
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",0,R,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,S,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,NCU,liana
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,S,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,S+APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,liana
Jerry,6,"27,31",0,NCU,liana
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R+APP,branch
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",2,S,trunk
Jerry,6,"27,31",1,APP,liana
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",1,S,liana
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",5,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",2,S+APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,liana
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",1,S,trunk
Jerry,6,"27,31",2,S,trunk
Jerry,6,"27,31",0,APP,branch
Jerry,6,"27,31",1,APP,liana
Jerry,6,"27,31",1,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,liana
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",1,S,branch
Jerry,6,"27,31",2,S,trunk
Jerry,6,"27,31",0,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",5,S,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",3,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",0,APP,branch
Jerry,6,"27,31",0,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",2,R+APP,branch
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,liana
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",0,R+APP,trunk
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",1,R+APP,trunk
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,S+APP,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,APP,liana
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,APP,liana
Jerry,6,"27,31",2,R+APP,liana
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",4,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",0,NCU,branch
Jerry,6,"27,31",1,NCU,trunk
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",1,NCU,liana
Jerry,6,"27,31",0,NCU,liana
Jerry,6,"27,31",1,R,branch
Jerry,6,"27,31",2,R+APP,liana
Jerry,6,"27,31",2,R,liana
Jerry,6,"27,31",1,R,liana
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R+APP,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",1,R,trunk
Jerry,6,"27,31",3,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",2,R,trunk
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",1,APP,branch
Jerry,6,"27,31",0,APP,branch
Jerry,6,"27,31",1,APP,trunk
Jerry,6,"27,31",0,NCU,liana
